Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,PriceCarat,FancyColor,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,State,City,Is Matched Pair Separable,Pair Stock #,Allow RapLink Feed,Parcel Stones,Certificate Filename,Diamond Image,3D File,Trade Show,Member Comment,alibabaPrice,ExportToAlibaba
236-89A,G,RBC,0.54,M,VVS2,EX,EX,EX,S,BLUE,5.21*5.18*3.24,GIA,2356143472,,692.750,,,,62.40,56.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.00,43.00,40.60,GIA 2356143472,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
16876-22,G,EM,0.84,G,SI1,,EX,VG,N,N,6.12*4.44*3.16,GIA,2327304018,,1776.000,,,,71.30,63.00,,,,,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
236-84A,G,OV,0.50,M,VS2,G,VG,VG,S,BLUE,6.38*4.60*2.60,GIA,7352097471,,1350.000,,,,56.50,57.00,STK to VTK,,,Faceted,NON,,,,,,GIA 7352097471,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-U, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-1C,G,PB,0.30,L,VS1,EX,EX,VG,M,BLUE,5.97*3.67*2.27,GIA,6352630617,,474.000,,,,61.80,57.00,MED to THK,,,Faceted,NON,,,,,,GIA 6352630617,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
208-43A,G,RBC,1.00,G,SI2,EX,EX,EX,N,N,6.30*6.35*4.01,IGI,395994625,,1792.000,,,,63.40,56.50,Medium To Slightly Thick (Faceted),,4.10,Faceted,Pointed,,16.00,36.30,43.50,41.20,,N/A,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-21C,G,PB,0.30,H,VS2,VG,EX,VG,N,N,5.83*3.80*2.22,GIA,2358511928,,734.500,,,,58.50,57.00,MED to THK,,,Faceted,NON,,,,,,GIA 2358511928 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-78A,G,OV,1.01,K,SI2,G,EX,VG,F,N,8.10*5.33*3.40,GIA,1353465116,,1426.620,,,,63.80,60.00,STK to THK,,,Faceted,NON,,,,,,GIA 1353465116 ,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-349A,G,RBC,0.26,F,VS2,EX,EX,EX,N,N,4.11*4.09*2.49,GIA,1357589200,,1365.000,,,,60.70,59.00,MED to STK,,4.00,Faceted,NON,,14.00,34.50,43.00,40.60,GIA 1357589200,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
228-223A,G,OV,0.29,J,VS2,G,VG,VG,N,N,4.94*3.76*2.42,GIA,3355026959,,512.600,,,,64.40,60.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 3355026959,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-79A,G,RBC,0.24,F,VVS2,EX,EX,EX,N,N,4.00*3.98*2.47,GIA,1359040265,,1507.840,,,,61.90,59.00,MED to STK,,4.00,Faceted,NONE,,14.00,34.50,44.50,41.60,GIA 1359040265,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-125A,G,RBC,0.30,E,SI1,EX,EX,EX,VS,BLUE,4.38*4.35*2.61,GIA,6351569758,,971.850,,,,59.80,60.00,MED to STK,,3.50,Faceted,NON,,12.50,32.50,43.50,41.20,GIA 6351569758 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
210-42A,G,OV,1.51,L,VS2,EX,EX,VG,N,N,8.98*6.87*3.85,GIA,7343111158,,1995.000,,,,56.00,57.00,MED to THK,,,Faceted,NONE,,,,,,GIA 7343111158,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-34A,G,RBC,2.00,F,SI1,VG,EX,VG,N,N,7.89*7.79*5.08,GIA,1353287132,,7300.000,,,,64.80,58.00,MED to THK,,5.00,Faceted,NON,,16.50,37.50,43.00,40.80,GIA 1353287132,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-42B,G,EM,0.70,F,SI1,EX,EX,VG,F,N,6.32*4.14*2.82,GIA,7351516270,,1462.000,,,,68.20,61.00,MED to STK,,,,NON,,,,,,GIA 7351516270 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-12A,G,OV,1.00,K,VVS1,VG,EX,VG,N,N,8.07*5.70*3.23,GIA,1348512416,,1836.000,,,,56.70,59.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 1348512416,Surface graining is not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-160B,G,OV,0.30,F,SI1,EX,EX,VG,M,BLUE,5.63*3.81*2.18,GIA,1355603958,,831.460,,,,57.20,54.00,MED to THK,,,Faceted,VSM,,,,,,GIA 1355603958,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-350A,G,OV,0.31,I,VS1,EX,EX,G,N,N,5.07*3.86*2.46,GIA,1345693488,,654.000,,,,63.70,54.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 1345693488,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-133A,G,PB,0.40,I,VS2,EX,EX,VG,F,N,6.65*4.16*2.41,GIA,1347955829,,810.000,,,,58.00,59.00,MED to THK,,,Faceted,NONE,,,,,,GIA 1347955829,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
230-1051A,G,RBC,0.23,F,VVS2,EX,EX,EX,N,N,4.02*4.00*2.39,GIA,1348766191,,1565.500,,,,59.70,60.00,MED,,3.50,Faceted,NONE,,13.50,33.50,43.00,40.80,GIA 1348766191,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-44A,G,OV,0.51,K,I1,VG,EX,VG,S,BLUE,6.49*4.52*2.61,GIA,6355097476,,508.500,,,,57.60,59.00,MED to STK,,,Faceted,NONE,,,,,,GIA 6355097476,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-11A,G,OV,1.01,I,SI2,VG,VG,,M,N,8.02*5.82*3.50,IGI,407901072,,1520.000,,,,60.10,59.00,Thin To Medium (Faceted) ,,2.50,Faceted,Pointed,,12.00,35.60,45.50,41.90,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-11,G,RBC,1.01,G,I1,EX,EX,VG,N,N,6.42*6.35*4.00,GIA,7348255923,,2476.500,,,,62.60,57.00,,,,,,,15.50,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-6,G,RBC,1.00,F,I2,EX,EX,EX,S,N,6.42*6.39*3.99,GIA,2344255525,,2116.000,,,,62.30,56.00,MED to STK,,,Faceted,,,15.50,,43.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-47A,G,RBC,0.40,G,SI2,EX,EX,VG,S,BLUE,4.69*4.65*2.96,GIA,1355517150,,979.200,,,,63.30,57.00,MED to STK,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 1355517150 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-16B,G,PB,0.71,I,VVS1,EX,EX,VG,N,N,8.26*4.89*2.98,GIA,7358363875,,1822.500,,,,61.00,62.00,STK to VTK,,,Faceted,NON,,,,,,GIA 7358363875,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-51A,G,OV,1.20,K,SI2,G,EX,VG,F,N,8.53*5.88*3.55,GIA,1343840716,,1417.000,"K,FB",,,60.30,56.00,MED to ETK,,,Faceted,NONE,,,,,,GIA 1343840716,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
220-157A,G,OV,0.30,I,VS1,G,EX,G,N,N,4.80*3.63*2.45,GIA,7348766872,,636.000,,,,67.50,62.00,VTK to ETK,,,Faceted,NONE,,,,,,GIA 7348766872,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-13A,G,PB,0.90,H,SI2,G,EX,G,N,N,7.84*5.59*3.39,GIA,2358371079,,1728.000,,,,60.70,58.00,STK to ETK,,,Faceted,NON,,,,,,GIA 2358371079,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
242-22A,G,PB,1.50,F,SI2,VG,VG,VG,M,BLUE,9.72*6.22*4.05,GIA,6355360013,,3648.000,,,,65.10,58.00,VTN to VTK,,,Faceted,NON,,,,,,GIA 6355360013,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-30A,G,PB,1.00,G,SI2,EX,EX,VG,N,N,8.63*5.74*3.46,GIA,6342874060,,2103.750,,,,60.30,58.00,THN to VTK,,,Faceted,NONE,,,,,,GIA 6342874060,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
236-90A,G,OV,0.30,J,VVS2,EX,EX,VG,S,BLUE,5.47*3.77*2.20,GIA,1359361169,,638.000,,,,58.30,62.00,STK to THK,,,Faceted,NON,,,,,,GIA 1359361169,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-37A,G,PB,1.00,E,SI2,G,G,G,F,N,8.25*5.43*3.49,IGI,432008603,,2009.000,,,,64.30,55.00,Slightly Thick To Very Thick (Faceted) ,,4.30,,Pointed,,17.00,35.40,43.00,38.80,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-16B,G,EM,0.70,H,I1,EX,EX,G,N,N,6.24*4.27*2.85,GIA,1349976960,,912.000,,,,66.70,63.00,MED to STK,,,Faceted,NONE,,,,,,GIA 1349976960,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-17A,G,HT,1.00,D,SI2,VG,EX,VG,N,N,5.72*6.99*4.06,GIA,7358609330,,2513.790,,,,58.10,55.00,THN to ETK,,,F,NON,,,,,,GIA 7358609330,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-442A,G,PB,0.30,G,SI2,G,VG,G,N,N,5.64*3.59*2.28,GIA,1343796778,,655.800,,,,63.40,63.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 1343796778,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
231-3A,G,RBC,0.24,D,VS1,EX,EX,EX,N,N,4.00*3.98*2.48,GIA,7353588714,,1635.000,,,,62.20,57.00,MED to STK,,3.50,Faceted,NON,,15.50,35.50,43.00,40.80,GIA 7353588714 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
238-94A,G,RBC,0.30,F,VS1,EX,EX,EX,S,BLUE,4.31*4.28*2.69,GIA,6352623207,,1170.750,,,,62.60,59.00,MED to STK,,4.00,Faceted,NON,,14.00,34.50,44.50,41.80,GIA 6352623207,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
0119-20,G,RBC,0.96,I,SI1,G,EX,VG,N,N,6.08*6.04*3.97,GIA,1348222363,,2486.250,,,,65.50,57.00,,,,,,,17.00,,42.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-118A,G,RBC,0.23,E,VVS2,EX,EX,EX,N,N,3.95*3.93*2.46,GIA,2356569787,,1561.450,,,,62.50,58.00,MED to STK,,4.00,Faceted,NON,,15.00,35.00,43.50,41.20,GIA 2356569787 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-90A,G,RBC,0.63,G,VS1,EX,EX,EX,N,N,5.51*5.47*3.38,GIA,6355588541,,2534.000,,,,61.50,60.00,MED to STK,,4.50,Faceted,NON,,13.00,33.00,44.00,41.40,GIA 6355588541 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
238-232A,G,RBC,0.40,K,SI1,EX,EX,VG,S,BLUE,4.69*4.65*2.96,GIA,7358569918,,759.500,,,,63.40,57.00,MED to STK,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 7358569918 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-106A,G,OV,1.00,M,VS2,VG,EX,VG,M,BLUE,7.50*5.33*3.58,GIA,6352609800,,1065.000,,,,67.20,59.00,MED to ETK,,,F,NON,,,,,,GIA 6352609800,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-48A,G,PB,0.35,F,VVS1,EX,EX,VG,N,N,6.30*4.02*2.34,GIA,2356589163,,1144.750,,,,58.30,62.00,STK to THK,,,Faceted,NON,,,,,,GIA 2356589163,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
233-41A,G,OV,0.90,J,SI1,G,EX,VG,F,N,7.11*5.15*3.61,GIA,6345723377,,1305.000,,,,70.10,56.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 6345723377,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-49B,G,PB,0.30,J,SI2,VG,EX,G,N,N,5.76*3.67*2.34,GIA,1355570006,,452.000,,,,63.70,57.00,ETN to VTK,,,Faceted,NON,,,,,,GIA 1355570006 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-44A,G,RBC,0.36,D,VS2,EX,EX,EX,S,BLUE,4.55*4.53*2.84,GIA,2356569876,,1284.800,,,,62.50,57.00,MED,,3.50,Faceted,NON,,15.00,35.50,44.00,41.40,GIA 2356569876 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-83A,G,RBC,0.44,E,VVS2,EX,EX,EX,N,N,5.01*4.98*2.97,GIA,2344827461,,2403.600,,,,59.40,57.00,THN to MED,,3.00,Faceted,NONE,,13.00,31.50,43.50,41.20,GIA 2344827461,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
228-14A,G,RBC,0.33,D,IF,EX,EX,EX,N,N,4.40*4.39*2.77,GIA,2344985828,,2498.400,,,,63.00,57.00,MED to STK,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 2344985828 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-166A,G,OV,0.40,J,VVS1,EX,EX,VG,F,N,5.65*4.09*2.53,GIA,7346782865,,844.000,,,,61.80,61.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 7346782865,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-18C,G,RBC,0.40,J,SI1,VG,EX,VG,N,N,4.73*4.71*2.92,GIA,7358569707,,824.000,,,,62.00,57.00,THN to THK,,4.00,Faceted,NON,,14.00,33.50,43.50,41.20,GIA 7358569707 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-229A,G,RBC,0.30,D,SI2,VG,EX,EX,M,BLUE,4.26*4.23*2.71,GIA,6352588984,,973.250,,,,63.70,55.00,THN to STK,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 6352588984,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-8,G,RBC,1.00,H,I1,G,VG,G,N,N,6.29*6.16*3.93,GIA,2346255518,,1970.250,,,,63.10,60.00,,,,,,,15.00,,42.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-101D,G,RBC,0.30,I,SI1,EX,EX,VG,N,N,4.33*4.28*2.65,GIA,2356588999,,812.250,,,,61.50,59.00,THN to STK,,4.00,Faceted,NON,,13.00,32.50,44.50,41.80,GIA 2356588999,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-83A,G,RBC,0.46,J,SI2,EX,EX,EX,VS,BLUE,4.94*4.91*3.09,GIA,3355516649,,847.500,,,,62.80,57.00,MED to STK,,4.50,Faceted,NON,,14.00,32.50,44.50,41.80,GIA 3355516649 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
230-2410A,G,RBC,0.19,D,VVS2,EX,EX,EX,N,N,3.68*3.66*2.30,GIA,6352588909,,1729.000,,,,62.50,56.00,MED to STK,,4.00,Faceted,NON,,15.00,34.00,43.50,41.20,GIA 6352588909 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-479A,G,RBC,0.50,M,SI2,VG,EX,VG,N,N,5.00*4.97*3.16,GIA,6351143304,,533.000,,,,63.30,55.00,THN to THK,,5.00,Faceted,NONE,,17.00,36.50,41.50,39.80,GIA 6351143304,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-131A,G,RBC,0.20,E,VVS2,EX,EX,EX,N,N,3.80*3.78*2.34,GIA,6352588540,,1442.000,,,,61.80,59.00,MED to STK,,3.50,Faceted,NON,,14.00,34.00,44.50,41.60,GIA 6352588540,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-138B,G,RBC,0.31,E,VVS2,EX,EX,EX,M,BLUE,4.38*4.37*2.64,GIA,1357569752,,1326.000,,,,60.30,62.00,STK,,4.00,Faceted,NON,,12.00,33.00,44.00,41.40,GIA 1357569752 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-21A,G,RBC,1.00,I,I1,F,EX,VG,M,BLUE,6.05*5.94*4.24,GIA,2356589709,,1947.000,,,,70.70,58.00,STK to VTK,,,F,NON,,16.50,38.00,47.00,43.00,,Clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-101A,G,RBC,1.00,F,SI2,EX,EX,EX,M,N,6.37*6.41*3.98,IGI,432008613,,2507.500,,,,62.20,56.00,Medium (Faceted) ,,3.60,,Pointed,,16.00,36.00,42.50,40.50,,IDEAL CUT ROUND BRILLIANT,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-575A,G,RBC,0.23,E,VS1,EX,EX,EX,N,N,3.96*3.93*2.39,GIA,2356569825,,1462.500,,,,60.60,59.00,MED to STK,,3.50,Faceted,NON,,14.50,35.50,42.50,40.60,GIA 2356569825 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-628A,G,OV,1.29,I,SI2,EX,EX,EX,F,N,8.41*6.05*3.88,GIA,6355156869,,2432.000,,,,64.10,56.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6355156869,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
0119-48,G,RBC,0.96,H,I1,EX,EX,EX,S,N,6.45*6.42*3.80,GIA,7348222542,,2227.500,,,,59.10,60.00,,,,,,,12.50,,43.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
232-36A,G,EM,0.33,E,SI1,EX,EX,VG,N,N,4.30*3.27*2.24,GIA,1358283020,,718.500,,,,68.30,63.00,MED to THK,,,,NON,,,,,,GIA 1358283020,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-158E,G,EM,0.30,E,SI2,VG,EX,G,N,N,4.61*3.10*2.13,GIA,6341951292,,623.000,,,,68.70,61.00,STK to THK,,,Faceted,NONE,,,,,,GIA 6341951292,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-50A,G,PR,1.00,F,SI2,VG,EX,VG,N,N,5.59*5.46*4.06,GIA,2347762886,,1903.500,,,,74.40,72.00,STK to THK,,,Faceted,NONE,,,,,,GIA 2347762886,"Additional twinning wisps, clouds and pinpoints are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-148A,G,RBC,1.41,M,SI1,EX,EX,EX,N,N,7.26*7.22*4.36,GIA,6341668628,,1675.840,,,,60.20,61.00,MED,,3.00,Faceted,NONE,,14.00,35.50,43.00,40.80,GIA 6341668628,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-120A,G,RBC,0.50,K,VS2,EX,EX,EX,N,N,5.07*5.03*3.18,GIA,6352557898,,1201.000,,,,63.00,54.00,MED to STK,,3.50,Faceted,NON,,16.50,35.50,43.00,40.80,GIA 6352557898 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-334A,G,PB,0.30,I,SI1,EX,EX,VG,S,BLUE,5.81*3.84*2.40,GIA,5346890299,,550.000,,,,62.40,56.00,THN to THK,,,Faceted,NONE,,,,,,GIA 5346890299,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
231-236A,G,EM,0.31,E,VS1,EX,EX,EX,N,N,4.77*3.18*2.17,GIA,1357283040,,986.000,,,,68.40,58.00,MED to STK,,,,NON,,,,,,GIA 1357283040 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
