Stock No,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Lab,Certificate Number,Price Per Carat,Rapnet  Discount,Depth,Table,GirdleThin,GirdleThick,GirdlePercent,GirdleCondition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Star Length,Lower Half,Laser Inscription,Key to symbols,City,State,Country,Shade,MeasLength,MeasWidth,MeasDepth,Ratio,Treatment,Black Inclusion,White Inclusion,Open Inclusion,Milky,Heart and Arrow,Eye Clean,Comment,Member Comment,Supplier Comment,Trade Show No,Pair Stock #,Diamond Image,Certificate Image,Video Link,H & A Image,Plotting Image
DSSRD-12,G,RBC,0.96,D,SI2,VG,VG,G,N,,6.12*6.04*3.96,,,,IGI,432026623,2597.000,-51.000,65.00,57.00,,,,0,0,,17.00,38.50,42.00,40.10,,,,,MUMBAI,,INDIA,White,6.12,6.04,3.96,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-59A,G,OV,0.38,F,SI2,EX,EX,VG,F,N,5.43*4.11*2.58,,,,GIA,2357014153,789.750,-39.250,62.70,56.00,,,,Faceted,NONE,,,,,,,,GIA 2357014153,"Feather, Crystal",MUMBAI,,INDIA,White,5.43,4.11,2.58,0.76,,TABLE BLACK 1 ,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
236-89A,G,RBC,0.54,M,VVS2,EX,EX,EX,S,BLUE,5.21*5.18*3.24,,,,GIA,2356143472,680.000,-60.000,62.40,56.00,,,3.50,Faceted,NONE,,16.00,36.00,43.00,40.60,50,,GIA 2356143472,"Pinpoint, Feather",MUMBAI,,INDIA,White,5.21,5.18,3.24,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
236-84A,G,OV,0.50,M,VS2,G,VG,VG,S,BLUE,6.38*4.60*2.60,,,,GIA,7352097471,1335.000,33.500,56.50,57.00,,,,Faceted,NON,,,,,,,,GIA 7352097471,"Twinning Wisp, Crystal, Indented Natural",MUMBAI,,INDIA,White,6.38,4.60,2.60,0.72,,TABLE BLACK 1,WHITE TABLE 1,NONE VISIBLE,None,NEW YORK,SURE,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-1C,G,PB,0.30,L,VS1,EX,EX,VG,M,BLUE,5.97*3.67*2.27,,,,GIA,6352630617,468.960,-41.380,61.80,57.00,,,,Faceted,NON,,,,,,,,GIA 6352630617,"Crystal, Cloud, Pinpoint",MUMBAI,,INDIA,White,5.97,3.67,2.27,0.61,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
208-43A,G,RBC,1.00,G,SI2,EX,EX,EX,N,N,6.30*6.35*4.01,,,,IGI,395994625,1736.000,-69.000,63.40,56.50,,,4.10,Faceted,Pointed,,16.00,36.30,43.50,41.20,,,,,NEW YORK,,INDIA,White,6.30,6.35,4.01,1.01,,TABLE BLACK 3,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN NO,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-125A,G,RBC,0.30,E,SI1,EX,EX,EX,VS,BLUE,4.38*4.35*2.61,,,,GIA,6351569758,957.600,-49.600,59.80,60.00,,,3.50,Faceted,NON,,12.50,32.50,43.50,41.20,55,,GIA 6351569758 ,Feather,MUMBAI,,INDIA,White,4.38,4.35,2.61,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-12A,G,OV,1.00,K,VVS1,VG,EX,VG,N,N,8.07*5.70*3.23,,,,GIA,1348512416,1810.500,-46.750,56.70,59.00,,,,Faceted,NONE,,,,,,,,GIA 1348512416,"Cloud, Feather",NEW YORK,,INDIA,BROWN,8.07,5.70,3.23,0.71,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,Surface graining is not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-350A,G,OV,0.31,I,VS1,EX,EX,G,N,N,5.07*3.86*2.46,,,,GIA,1345693488,645.000,-46.250,63.70,54.00,,,,Faceted,NONE,,,,,,,,GIA 1345693488,Feather,MUMBAI,,INDIA,White,5.07,3.86,2.46,0.76,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-133A,G,PB,0.40,I,VS2,EX,EX,VG,F,N,6.65*4.16*2.41,,,,GIA,1347955829,798.750,-46.750,58.00,59.00,,,,Faceted,NONE,,,,,,,,GIA 1347955829,Feather,MUMBAI,,INDIA,BROWN,6.65,4.16,2.41,0.63,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
224-44A,G,OV,0.51,K,I1,VG,EX,VG,S,BLUE,6.49*4.52*2.61,,,,GIA,6355097476,499.500,-44.500,57.60,59.00,,,,Faceted,NONE,,,,,,,,GIA 6355097476,Feather,MUMBAI,,INDIA,White,6.49,4.52,2.61,0.70,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
1219-6,G,RBC,1.00,F,I2,EX,EX,EX,S,N,6.42*6.39*3.99,,,,GIA,2344255525,2098.750,-8.750,62.30,56.00,,,,Faceted,,,15.50,,43.00,,,,,"Feather, Knot, Crystal, Cloud, Needle",MUMBAI,,INDIA,White,6.42,6.39,3.99,1.00,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-51A,G,OV,1.20,K,SI2,G,EX,VG,F,N,8.53*5.88*3.55,,,,GIA,1343840716,1391.000,-46.500,60.30,56.00,,,,Faceted,NONE,,,,,,,,GIA 1343840716,"Crystal, Feather, Cloud, Needle, Indented Natural",NEW YORK,,INDIA,BROWN,8.53,5.88,3.55,0.69,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,"Additional clouds, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SRD-2,G,RBC,1.01,F,SI2,VG,VG,VG,M,,6.28*6.20*4.00,,,,IGI,432026631,2360.000,-60.000,64.00,58.00,,,,0,0,,16.00,37.00,43.00,40.60,,,,,MUMBAI,,INDIA,White,6.28,6.20,4.00,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,MINOR,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
236-90A,G,OV,0.30,J,VVS2,EX,EX,VG,S,BLUE,5.47*3.77*2.20,,,,GIA,1359361169,629.750,-42.750,58.30,62.00,,,,Faceted,NON,,,,,,,,GIA 1359361169,Pinpoint,MUMBAI,,INDIA,White,5.47,3.77,2.20,0.69,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-34A,G,RBC,2.00,F,SI1,VG,EX,VG,N,N,7.89*7.79*5.08,,,,GIA,1353287132,7175.000,-42.600,64.80,58.00,,,5.00,Faceted,NON,,16.50,37.50,43.00,40.80,50,,GIA 1353287132,"Crystal, Feather, Cloud, Cavity, Needle",NEW YORK,,INDIA,White,7.89,7.79,5.08,0.99,,NONE VISIBLE,WHITE TABLE 1,NONE VISIBLE,None,NEW YORK,SURE,Additional clouds are not shown. Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
224-28A,M,RBC,1.16,L,SI2,EX,EX,EX,F,N,6.73*6.68*4.18,,,,GIA,3345875366,1848.000,-44.000,62.40,58.00,,,4.00,Faceted,NONE,,14.50,35.00,44.00,41.40,50,,GIA 3345875366,"Feather, Twinning Wisp, Cloud, Natural",MUMBAI,,INDIA,White,6.73,6.68,4.18,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,"Additional twinning wisps, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-3A,G,RBC,1.00,H,SI2,EX,EX,VG,N,N,6.34*6.39*3.96,,,,IGI,425073422,2305.500,-56.500,62.10,59.00,,,3.90,,Pointed,,15.00,35.50,43.50,41.10,,,,,NEW YORK,,INDIA,BROWN,6.34,6.39,3.96,1.01,,TABLE BLACK 1,WHITE TABLE 1,NONE VISIBLE,None,NEW YORK,MINOR,IDEAL CUT ROUND BRILLIANT,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-77A,G,RBC,0.50,I,SI2,EX,EX,EX,M,BLUE,5.19*5.17*3.09,,,,GIA,6352536486,1079.400,-48.600,59.70,60.00,,,3.50,Faceted,NON,,13.00,33.00,43.50,41.00,50,,GIA 6352536486,"Feather, Crystal",MUMBAI,,INDIA,,5.19,5.17,3.09,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-375A,G,PB,0.33,G,IF,EX,VG,VG,N,N,6.27*3.99*2.26,,,,GIA,6342827887,1073.500,-43.500,56.60,62.00,,,,Faceted,NONE,,,,,,,,GIA 6342827887,Minor Details of Polish,NEW YORK,,INDIA,White,6.27,3.99,2.26,0.64,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-43D,G,RBC,0.32,E,VVS2,EX,EX,EX,N,N,4.43*4.40*2.69,,,,GIA,2356509539,1775.000,-29.000,61.00,56.00,,,3.50,Faceted,NON,,14.50,33.00,43.00,40.80,50,,GIA 2356509539 ,Pinpoint,MUMBAI,,INDIA,White,4.43,4.40,2.69,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
7217-5,G,OV,1.71,D,VS2,,EX,EX,N,,8.98*6.72*4.28,,,,GIA,6352358290,7488.000,-22.000,63.60,60.00,,,,Faceted,N/A,,,,,,,,,,NEW YORK,,INDIA,White,8.98,6.72,4.28,0.75,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-37A,G,PB,1.00,E,SI2,G,G,G,F,N,8.25*5.43*3.49,,,,IGI,432008603,1984.500,-59.500,64.30,55.00,,,4.30,,Pointed,,17.00,35.40,43.00,38.80,,,,,MUMBAI,,INDIA,White,8.25,5.43,3.49,0.66,,TABLE BLACK 1,WHITE TABLE 1,NONE VISIBLE,None,NEW YORK,MINOR,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-17A,G,HT,1.00,D,SI2,VG,EX,VG,N,N,5.72*6.99*4.06,,,,GIA,7358609330,2488.290,-51.210,58.10,55.00,,,,F,NON,,,,,,,,GIA 7358609330,"Crystal, Indented Natural, Needle",MUMBAI,,INDIA,White,5.72,6.99,4.06,1.22,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
2986-15B,G,RBC,0.32,M,SI1,VG,VG,VG,S,BLUE,4.39*4.36*2.70,,,,GIA,6352742653,550.000,-45.000,61.80,61.00,,,,Faceted,Pointed,,0.13,,0.45,,,,,,MUMBAI,,INDIA,White,4.39,4.36,2.70,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-3A,G,RBC,1.01,L,VVS2,EX,EX,EX,N,N,6.40*6.36*4.03,,,,GIA,1357185518,2814.000,-33.000,63.10,57.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,50,,GIA 1357185518,"Pinpoint, Feather, Cloud, Indented Natural",MUMBAI,,INDIA,,6.40,6.36,4.03,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,Additional pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-210A,G,PB,0.40,G,SI2,VG,VG,G,N,N,6.72*3.69*2.62,,,,GIA,6345693347,710.500,-49.250,71.00,58.00,,,,Faceted,NONE,,,,,,,,GIA 6345693347,Feather,MUMBAI,,INDIA,White,6.72,3.69,2.62,0.55,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-481A,G,OV,0.50,M,SI2,G,EX,G,N,N,5.83*4.37*2.94,,,,GIA,2356143516,310.500,-65.500,67.30,59.00,,,,Faceted,NONE,,,,,,,,GIA 2356143516,"Crystal, Feather",MUMBAI,,INDIA,White,5.83,4.37,2.94,0.75,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD-072016,G,RBC,1.50,H,I1,EX,EX,EX,S,BLUE,7.33*7.28*4.57,,,,GIA,7356745184,3645.000,-19.000,62.60,57.00,,,,Faceted,0,,0.16,,0.44,,,,,,MUMBAI,,INDIA,White,7.33,7.28,4.57,0.99,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
243-9A,G,RBC,1.70,G,SI2,EX,EX,EX,N,N,7.62*7.58*4.77,,,,GIA,7358661410,5320.800,-26.100,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,41.00,50,,GIA 7358661410,"Feather, Twinning Wisp, Cloud, Crystal, Cavity, Needle",NEW YORK,,INDIA,White,7.62,7.58,4.77,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-15A,G,OV,1.00,J,SI2,VG,VG,VG,N,N,7.20*5.45*3.67,,,,IGI,436054179,1433.600,-55.200,67.30,55.50,,,7.30,,Pointed,,19.50,42.80,41.00,38.50,,,,,MUMBAI,,INDIA,White,7.20,5.45,3.67,0.76,,TABLE BLACK 0 ,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
235-70A,G,CU,1.00,,VVS2,G,EX,VG,F,N,5.26*5.23*4.15,,,,GIA,7356156831,0.000,-35.000,79.20,64.00,,,,Faceted,NON,,,,,,,,GIA 7356156831 ,"Pinpoint, Feather, Indented Natural",MUMBAI,,INDIA,White,5.26,5.23,4.15,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"GIA Color Is:-, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-13A,G,OV,1.70,F,SI2,G,EX,G,M,BLUE,8.56*6.48*4.41,,,,GIA,2354526267,4416.000,-31.000,68.00,57.00,,,,Faceted,NON,,,,,,,,GIA 2354526267 ,"Feather, Cavity, Crystal, Knot, Indented Natural, Pinpoint, Needle, Natural",MUMBAI,,INDIA,White,8.56,6.48,4.41,0.76,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,Additional pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-8A,G,OV,1.00,F,SI2,VG,VG,VG,N,N,7.53*5.53*3.53,,,,IGI,432029815,2350.000,-50.000,63.80,63.00,,,5.70,,Pointed,,15.00,42.40,43.50,40.10,,,,,MUMBAI,,INDIA,White,7.53,5.53,3.53,0.73,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
3775-11,G,RBC,0.47,I,SI1,EX,VG,EX,M,BLUE,5.04*5.01*3.07,,,,GIA,7358742749,1116.000,-38.000,61.00,57.00,,,,Faceted,Pointed,,0.15,,0.43,,,,,,MUMBAI,,INDIA,,5.04,5.01,3.07,0.99,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
220-172A,G,PB,0.42,J,VS2,EX,EX,VG,F,N,6.39*4.25*2.56,,,,GIA,7341706684,726.700,-44.100,60.20,63.00,,,,Faceted,NONE,,,,,,,,GIA 7341706684,"Cloud, Crystal, Feather",MUMBAI,,INDIA,White,6.39,4.25,2.56,0.67,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DG101-2,G,MQ,0.51,D,VS2,EX,EX,VG,N,,8.64*4.17*2.40,,,,GIA,1357749384,1652.000,-41.000,57.60,61.00,,,,Faceted,Pointed,,,,,,,,,,MUMBAI,,INDIA,White,8.64,4.17,2.40,0.48,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-442A,G,PB,0.30,G,SI2,G,VG,G,N,N,5.64*3.59*2.28,,,,GIA,1343796778,646.800,-46.100,63.40,63.00,,,,Faceted,NONE,,,,,,,,GIA 1343796778,Feather,MUMBAI,,INDIA,White,5.64,3.59,2.28,0.64,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
231-3A,G,RBC,0.24,D,VS1,EX,EX,EX,N,N,4.00*3.98*2.48,,,,GIA,7353588714,1621.160,16.630,62.20,57.00,,,3.50,Faceted,NON,,15.50,35.50,43.00,40.80,50,,GIA 7353588714 ,"Feather, Pinpoint",MUMBAI,,INDIA,White,4.00,3.98,2.48,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
0119-20,G,RBC,0.96,I,SI1,G,EX,VG,N,N,6.08*6.04*3.97,,,,GIA,1348222363,2452.500,-45.500,65.50,57.00,,,,,,,17.00,,42.00,,,,,"Cloud, Feather, Indented Natural",MUMBAI,,INDIA,White,6.08,6.04,3.97,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
7217-6,G,RBC,1.20,D,SI2,EX,EX,EX,N,,6.76*6.74*4.26,,,,GIA,2357747669,4160.000,-36.000,63.10,56.00,,,,Faceted,0,,0.16,,0.44,,,,,,MUMBAI,,INDIA,White,6.76,6.74,4.26,1.00,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
238-232A,G,RBC,0.40,K,SI1,EX,EX,VG,S,BLUE,4.69*4.65*2.96,,,,GIA,7358569918,749.000,-46.500,63.40,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,50,,GIA 7358569918 ,"Crystal, Cloud",MUMBAI,,INDIA,White,4.69,4.65,2.96,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-106A,G,OV,1.00,M,VS2,VG,EX,VG,M,BLUE,7.50*5.33*3.58,,,,GIA,6352609800,1052.400,-47.380,67.20,59.00,,,,F,NON,,,,,,,,GIA 6352609800,"Crystal, Feather, Indented Natural, Pinpoint, Natural",NEW YORK,,INDIA,White,7.50,5.33,3.58,0.71,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-48A,G,PB,0.35,F,VVS1,EX,EX,VG,N,N,6.30*4.02*2.34,,,,GIA,2356589163,1130.500,-40.500,58.30,62.00,,,,Faceted,NON,,,,,,,,GIA 2356589163,"Pinpoint, Feather",MUMBAI,,INDIA,White,6.30,4.02,2.34,0.64,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-49B,G,PB,0.30,J,SI2,VG,EX,G,N,N,5.76*3.67*2.34,,,,GIA,1355570006,448.000,-44.000,63.70,57.00,,,,Faceted,NON,,,,,,,,GIA 1355570006 ,Feather,MUMBAI,,INDIA,BROWN,5.76,3.67,2.34,0.64,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-83A,G,RBC,0.44,E,VVS2,EX,EX,EX,N,N,5.01*4.98*2.97,,,,GIA,2344827461,2373.600,-20.880,59.40,57.00,,,3.00,Faceted,NONE,,13.00,31.50,43.50,41.20,50,,GIA 2344827461,"Needle, Pinpoint",MUMBAI,,INDIA,White,5.01,4.98,2.97,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-166A,G,OV,0.40,J,VVS1,EX,EX,VG,F,N,5.65*4.09*2.53,,,,GIA,7346782865,836.000,-47.750,61.80,61.00,,,,Faceted,NONE,,,,,,,,GIA 7346782865,"Needle, Pinpoint, Indented Natural, Feather",MUMBAI,,INDIA,White,5.65,4.09,2.53,0.72,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-229A,G,RBC,0.30,D,SI2,VG,EX,EX,M,BLUE,4.26*4.23*2.71,,,,GIA,6352588984,964.750,-43.250,63.70,55.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,50,,GIA 6352588984,"Cloud, Crystal, Feather",MUMBAI,,INDIA,White,4.26,4.23,2.71,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD-072028,G,RBC,2.00,H,I1,EX,EX,EX,N,,8.16*8.13*4.95,,,,GIA,2358742925,4564.000,-18.500,60.80,59.00,,,,Faceted,0,,0.13,,0.44,,,,,,MUMBAI,,INDIA,,8.16,8.13,4.95,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,MINOR,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
1219-8,G,RBC,1.00,H,I1,G,VG,G,N,N,6.29*6.16*3.93,,,,GIA,2346255518,1942.500,-47.500,63.10,60.00,,,,,,,15.00,,42.50,,,,,"Twinning Wisp, Cavity, Feather, Indented Natural, Crystal, Cloud, Natural, Extra Facet",MUMBAI,,INDIA,White,6.29,6.16,3.93,0.98,,TABLE BLACK 1 ,WHITE TABLE 1,TABLE OPEN 0,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
