Stock #,Availability,Shape,Weight,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Measurements Length,Measurements Width,Measurements Depth,Lab,Certificate ID,Treatment,Price Per Carat,Discount,Depth,Table,Girdle Thin,Girdle Thick,Girdle,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Milky Inclusions,Black Inclusions,White Inclusions,Open Inclusions,Center Inclusions,Pavilion Angle,Laser Inscription,Member Comments,Supplier Comments,Country,State,City,Parcel Stones,CertificateLink,Certificate Comment,Diamond Image,Diamond Video,Is Matched Pair Separable,Pair Stock #,Eye Clean,Shade,Brand,Type2A,Type2ALink,Trade Show,ReportType,reportIssueDate,reportIssueLocation,diamondJourney,cashDiscount%,Star Length,Lower Half,Heart and Arrow,H & A Image,Plotting Image
224-43C,G,PB,0.35,K,,,,VS2,EX,EX,VG,M,BLUE,6.09*3.96*2.39,6.09,3.96,2.39,GIA,6345955879,,504.000,44.000,60.20,58.00,THK to VTK,,,Faceted,NONE,,,,,NONE,BT0,NV,TO0,CO0,,GIA 6345955879,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/224-43C/still.jpg,https://srd.world/vision360/vision360.html?d=224-43C&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
239-34A,G,RBC,2.00,F,,,,SI1,VG,EX,VG,N,N,7.89*7.79*5.08,7.89,7.79,5.08,GIA,1353287132,,7300.000,41.600,64.80,58.00,MED to THK,,5.00,Faceted,NON,,16.50,37.50,43.00,NONE,NV,WT1,NV,CO1,40.80,GIA 1353287132,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/239-34A/still.jpg,https://srd.world/vision360/vision360.html?d=239-34A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
DS-23,M,RBC,1.00,G,,,,I1,G,EX,G,N,,6.36*6.22*3.99,6.36,6.22,3.99,GIA,5356704077,,2340.000,40.000,63.40,57.00,THN to VTK,,,Faceted,Pointed,,0.16,,0.43,NONE,NV,WT1,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/DS-23/still.jpg,https://srd.world/vision360/vision360.html?d=DS-23&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
214-170A,G,OV,1.00,I,,,,SI2,VG,G,VG,S,N,7.50*5.47*3.50,7.50,5.47,3.50,IGI,400945510,,1444.000,62.000,64.00,63.00,Thick To Very Thick (Faceted),,7.90,Faceted,Pointed,,15.50,42.50,40.50,NONE,BT1,WT1,TO0,CO1,38.50,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/214-170A/still.jpg,https://srd.world/vision360/vision360.html?d=214-170A&s=0,,,EYE CLEAN YES,BROWN/GRAY/PINK,,,,,,,,,,,,,,
224-28A,M,RBC,1.16,L,,,,SI2,EX,EX,EX,F,N,6.73*6.68*4.18,6.73,6.68,4.18,GIA,3345875366,,1848.000,44.000,62.40,58.00,MED to STK,,4.00,Faceted,NONE,,14.50,35.00,44.00,NONE,BT1,WT1,TO0,CO1,41.40,GIA 3345875366,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN NO,NO BGM,,,,,,,,,,50,75,,,
225-3A,G,RBC,1.00,H,,,,SI2,EX,EX,VG,N,N,6.34*6.39*3.96,6.34,6.39,3.96,IGI,425073422,,2318.750,56.250,62.10,59.00,Medium To Slightly Thick (Faceted) ,,3.90,,Pointed,,15.00,35.50,43.50,NONE,BT1,WT1,NV,CO1,41.10,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/225-3A/still.jpg,https://srd.world/vision360/vision360.html?d=225-3A&s=0,,,MINOR,BROWN 1,,,,,,,,,,,,NEW YORK,,
239-77A,G,RBC,0.50,I,,,,SI2,EX,EX,EX,M,BLUE,5.19*5.17*3.09,5.19,5.17,3.09,GIA,6352536486,,1089.900,48.100,59.70,60.00,MED to STK,,3.50,Faceted,NON,,13.00,33.00,43.50,NONE,BT1,WT1,TO1,CO0,41.00,GIA 6352536486,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/239-77A/still.jpg,https://srd.world/vision360/vision360.html?d=239-77A&s=0,,,MINOR,BROWN/GRAY/PINK,,,,,,,,,,50,75,NEW YORK,,
SD-07205,M,RBC,2.00,F,,,,SI2,EX,EX,VG,S,,8.19*8.28*4.80,8.19,8.28,4.80,IGI,436048434,,4400.000,56.000,58.30,60.00,Medium To Slightly Thick (Faceted) ,,,0,0,,12.50,32.10,42.50,NONE,BT2,WT1,TO0,CO0,40.50,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-07205/still.jpg,https://srd.world/vision360/vision360.html?d=SD-07205&s=0,,,MINOR,NO BGM,,,,,,,,,,0,0,,,
SD-07201,M,RBC,2.01,G,,,,SI2,EX,EX,VG,N,,8.00*8.07*5.01,8.00,8.07,5.01,IGI,436048433,,4655.000,51.000,62.30,58.00,Medium To Slightly Thick (Faceted) ,,,0,0,,15.50,35.90,43.50,NONE,BT1,WT1,TO1,CO0,41.00,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-07201/still.jpg,https://srd.world/vision360/vision360.html?d=SD-07201&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
SD-07203,M,RBC,2.00,G,,,,SI2,EX,EX,EX,N,,7.97*8.07*5.03,7.97,8.07,5.03,IGI,436048424,,4370.000,54.000,62.60,56.00,Medium (Faceted) ,,,0,0,,16.00,35.80,43.50,NONE,BT1,WT1,TO0,CO0,41.00,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-07203/still.jpg,https://srd.world/vision360/vision360.html?d=SD-07203&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
SD-07207,M,RBC,2.08,G,,,,SI2,EX,EX,EX,F,,8.16*8.20*5.09,8.16,8.20,5.09,IGI,436048426,,5225.000,45.000,62.20,57.00,Medium (Faceted) ,,,0,0,,15.50,35.90,43.50,NONE,BT1,WT1,TO0,CO0,41.10,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-07207/still.jpg,https://srd.world/vision360/vision360.html?d=SD-07207&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
221-375A,G,PB,0.33,G,,,,IF,EX,VG,VG,N,N,6.27*3.99*2.26,6.27,3.99,2.26,GIA,6342827887,,1083.000,43.000,56.60,62.00,MED to THK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 6342827887,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/221-375A/still.jpg,https://srd.world/vision360/vision360.html?d=221-375A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
244-43D,G,RBC,0.32,E,,,,VVS2,EX,EX,EX,N,N,4.43*4.40*2.69,4.43,4.40,2.69,GIA,2356509539,,1800.000,28.000,61.00,56.00,MED to STK,,3.50,Faceted,NON,,14.50,33.00,43.00,NONE,BT0,WT0,TO0,CO0,40.80,GIA 2356509539 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-43D/still.jpg,https://srd.world/vision360/vision360.html?d=244-43D&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
7217-5,G,OV,1.71,D,,,,VS2,,EX,EX,N,,8.98*6.72*4.28,8.98,6.72,4.28,GIA,6352358290,,7584.000,21.000,63.60,60.00,THK to VTK,,,Faceted,N/A,,,,,NONE,NV,WT1,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,SURE,NO BGM,,,,,,,,,,0,0,,,
245-37A,G,PB,1.00,E,,,,SI2,G,G,G,F,N,8.25*5.43*3.49,8.25,5.43,3.49,IGI,432008603,,2009.000,59.000,64.30,55.00,Slightly Thick To Very Thick (Faceted) ,,4.30,,Pointed,,17.00,35.40,43.00,NONE,BT1,WT1,NV,CO2,38.80,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-37A/still.jpg,https://srd.world/vision360/vision360.html?d=245-37A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
225-16B,G,EM,0.70,H,,,,I1,EX,EX,G,N,N,6.24*4.27*2.85,6.24,4.27,2.85,GIA,1349976960,,912.000,52.000,66.70,63.00,MED to STK,,,Faceted,NONE,,,,,NONE,BT2,WT2,NV,CO0,,GIA 1349976960,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-16B/still.jpg,https://srd.world/vision360/vision360.html?d=225-16B&s=0,,,EYE CLEAN NO,BROWN/GRAY/PINK,,,,,,,,,,,,,,
246-17A,G,HT,1.00,D,,,,SI2,VG,EX,VG,N,N,5.72*6.99*4.06,5.72,6.99,4.06,GIA,7358609330,,2513.790,50.710,58.10,55.00,THN to ETK,,,F,NON,,,,,NONE,BT0,WT1,TO0,CO1,,GIA 7358609330,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-17A/still.jpg,https://srd.world/vision360/vision360.html?d=246-17A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
245-41A,G,OV,1.00,I,,,,SI1,VG,VG,VG,F,N,8.68*5.40*3.10,8.68,5.40,3.10,GIA,2354459098,,2730.000,35.000,57.40,60.00,THK to ETK,,,Faceted,VSM,,,,,NONE,NV,WT1,TO2,CO0,,GIA 2354459098,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-41A/still.jpg,https://srd.world/vision360/vision360.html?d=245-41A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
241-3A,M,RBC,1.01,L,,,,VVS2,EX,EX,EX,N,N,6.40*6.36*4.03,6.40,6.36,4.03,GIA,1357185518,,2814.000,33.000,63.10,57.00,MED to STK,,3.50,Faceted,NON,,16.00,36.00,43.50,NONE,BT0,WT0,TO0,CO0,41.20,GIA 1357185518,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/241-3A/still.jpg,https://srd.world/vision360/vision360.html?d=241-3A&s=0,,,SURE,BROWN/GRAY/PINK,,,,,,,,,,50,75,NEW YORK,,
234-210A,G,PB,0.40,G,,,,SI2,VG,VG,G,N,N,6.72*3.69*2.62,6.72,3.69,2.62,GIA,6345693347,,721.000,48.500,71.00,58.00,THN to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 6345693347,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/234-210A/still.jpg,https://srd.world/vision360/vision360.html?d=234-210A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
221-481A,G,OV,0.50,M,,,,SI2,G,EX,G,N,N,5.83*4.37*2.94,5.83,4.37,2.94,GIA,2356143516,,319.500,64.500,67.30,59.00,MED to THK,,,Faceted,NONE,,,,,NONE,NV,WT1,TO0,CO1,,GIA 2356143516,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/221-481A/still.jpg,https://srd.world/vision360/vision360.html?d=221-481A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
243-9A,G,RBC,1.70,G,,,,SI2,EX,EX,EX,N,N,7.62*7.58*4.77,7.62,7.58,4.77,GIA,7358661410,,5392.800,25.100,62.80,56.00,MED to STK,,3.50,Faceted,NON,,16.00,36.00,43.00,NONE,BT1,WT1,TO0,CO1,41.00,GIA 7358661410,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/243-9A/still.jpg,https://srd.world/vision360/vision360.html?d=243-9A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,50,75,NEW YORK,,
DS-20,M,RBC,1.00,F,,,,I1,VG,VG,VG,S,BLUE,6.39*6.35*3.92,6.39,6.35,3.92,GIA,6355703870,,2296.000,44.000,61.60,62.00,MED to THK,,,Faceted,Pointed,,0.13,,0.45,NONE,BT1,WT1,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/DS-20/still.jpg,https://srd.world/vision360/vision360.html?d=DS-20&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
221-442A,G,PB,0.30,G,,,,SI2,G,VG,G,N,N,5.64*3.59*2.28,5.64,3.59,2.28,GIA,1343796778,,655.800,45.350,63.40,63.00,STK to ETK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,NV,,GIA 1343796778,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/221-442A/still.jpg,https://srd.world/vision360/vision360.html?d=221-442A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
231-3A,G,RBC,0.24,D,,,,VS1,EX,EX,EX,N,N,4.00*3.98*2.48,4.00,3.98,2.48,GIA,7353588714,,1635.000,-17.630,62.20,57.00,MED to STK,,3.50,Faceted,NON,,15.50,35.50,43.00,NONE,BT0,WT0,TO0,CO0,40.80,GIA 7353588714 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/231-3A/still.jpg,https://srd.world/vision360/vision360.html?d=231-3A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
0119-20,G,RBC,0.96,I,,,,SI1,G,EX,VG,N,N,6.08*6.04*3.97,6.08,6.04,3.97,GIA,1348222363,,2486.250,44.750,65.50,57.00,,,,,,,17.00,,42.00,NONE,BT0,WT1,TO0,CO2,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/0119-20/still.jpg,https://srd.world/vision360/vision360.html?d=0119-20&s=0,,,SURE,NO BGM,,,,,,,,,,,,,,
238-232A,G,RBC,0.40,K,,,,SI1,EX,EX,VG,S,BLUE,4.69*4.65*2.96,4.69,4.65,2.96,GIA,7358569918,,759.500,45.750,63.40,57.00,MED to STK,,3.50,Faceted,NON,,16.00,36.50,43.50,NONE,BT0,WT0,TO0,NV,41.20,GIA 7358569918 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-232A/still.jpg,https://srd.world/vision360/vision360.html?d=238-232A&s=0,,,SURE,NO BGM,,,,,,,,,,50,80,NEW YORK,,
246-106A,G,OV,1.00,M,,,,VS2,VG,EX,VG,M,BLUE,7.50*5.33*3.58,7.50,5.33,3.58,GIA,6352609800,,1065.000,46.750,67.20,59.00,MED to ETK,,,F,NON,,,,,NONE,BT0,WT1,TO0,CO0,,GIA 6352609800,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-106A/still.jpg,https://srd.world/vision360/vision360.html?d=246-106A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
244-48A,G,PB,0.35,F,,,,VVS1,EX,EX,VG,N,N,6.30*4.02*2.34,6.30,4.02,2.34,GIA,2356589163,,1144.750,39.750,58.30,62.00,STK to THK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 2356589163,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-48A/still.jpg,https://srd.world/vision360/vision360.html?d=244-48A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
244-49B,G,PB,0.30,J,,,,SI2,VG,EX,G,N,N,5.76*3.67*2.34,5.76,3.67,2.34,GIA,1355570006,,452.000,43.500,63.70,57.00,ETN to VTK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1355570006 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,SURE,BROWN 1,,,,,,,,,,,,NEW YORK,,
237-44A,G,RBC,0.36,D,,,,VS2,EX,EX,EX,S,BLUE,4.55*4.53*2.84,4.55,4.53,2.84,GIA,2356569876,,1343.200,41.600,62.50,57.00,MED,,3.50,Faceted,NON,,15.00,35.50,44.00,NONE,BT0,WT0,TO0,CO0,41.40,GIA 2356569876 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-44A/still.jpg,https://srd.world/vision360/vision360.html?d=237-44A&s=0,,,SURE,NO BGM,,,,,,,,,,45,80,NEW YORK,,
227-83A,G,RBC,0.44,E,,,,VVS2,EX,EX,EX,N,N,5.01*4.98*2.97,5.01,4.98,2.97,GIA,2344827461,,2403.600,19.880,59.40,57.00,THN to MED,,3.00,Faceted,NONE,,13.00,31.50,43.50,NONE,BT0,WT0,TO0,CO0,41.20,GIA 2344827461,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
228-14A,G,RBC,0.33,D,,,,IF,EX,EX,EX,N,N,4.40*4.39*2.77,4.40,4.39,2.77,GIA,2344985828,,2567.800,30.600,63.00,57.00,MED to STK,,3.50,Faceted,NON,,16.00,36.50,43.50,NONE,BT0,WT0,TO0,CO0,41.00,GIA 2344985828 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/228-14A/still.jpg,https://srd.world/vision360/vision360.html?d=228-14A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
222-166A,G,OV,0.40,J,,,,VVS1,EX,EX,VG,F,N,5.65*4.09*2.53,5.65,4.09,2.53,GIA,7346782865,,844.000,47.250,61.80,61.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 7346782865,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-166A/still.jpg,https://srd.world/vision360/vision360.html?d=222-166A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
SD-072011,M,RBC,1.51,G,,,,SI2,EX,EX,EX,M,,7.46*7.49*4.48,7.46,7.49,4.48,IGI,436048431,,3570.000,49.000,59.90,61.00,Medium (Faceted) ,,,0,0,,12.50,32.50,44.00,NONE,NV,WT2,NV,CO0,41.50,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-072011/still.jpg,https://srd.world/vision360/vision360.html?d=SD-072011&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
237-229A,G,RBC,0.30,D,,,,SI2,VG,EX,EX,M,BLUE,4.26*4.23*2.71,4.26,4.23,2.71,GIA,6352588984,,973.250,42.750,63.70,55.00,THN to STK,,3.50,Faceted,NON,,16.50,36.50,43.50,NONE,BT1,WT1,TO0,CO2,41.00,GIA 6352588984,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-229A/still.jpg,https://srd.world/vision360/vision360.html?d=237-229A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,50,80,NEW YORK,,
1219-8,G,RBC,1.00,H,,,,I1,G,VG,G,N,N,6.29*6.16*3.93,6.29,6.16,3.93,GIA,2346255518,,1970.250,46.750,63.10,60.00,,,,,,,15.00,,42.50,NONE,BT1,WT1,TO0,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/1219-8/still.jpg,https://srd.world/vision360/vision360.html?d=1219-8&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
244-83A,G,RBC,0.46,J,,,,SI2,EX,EX,EX,VS,BLUE,4.94*4.91*3.09,4.94,4.91,3.09,GIA,3355516649,,847.500,43.500,62.80,57.00,MED to STK,,4.50,Faceted,NON,,14.00,32.50,44.50,NONE,BT0,WT0,TO0,CO1,41.80,GIA 3355516649 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-83A/still.jpg,https://srd.world/vision360/vision360.html?d=244-83A&s=0,,,MEDIUM,BROWN 1,,,,,,,,,,50,80,NEW YORK,,
230-2410A,G,RBC,0.19,D,,,,VVS2,EX,EX,EX,N,N,3.68*3.66*2.30,3.68,3.66,2.30,GIA,6352588909,,1729.000,-33.000,62.50,56.00,MED to STK,,4.00,Faceted,NON,,15.00,34.00,43.50,NONE,BT1,WT1,TO0,NV,41.20,GIA 6352588909 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/230-2410A/still.jpg,https://srd.world/vision360/vision360.html?d=230-2410A&s=0,,,SURE,NO BGM,,,,,,,,,,50,80,NEW YORK,,
246-9A,G,OV,0.90,E,,,,VS2,VG,EX,VG,F,N,7.26*5.51*3.34,7.26,5.51,3.34,GIA,2354555621,,2958.000,42.000,60.60,67.00,THN to VTK,,,Faceted,NON,,,,,NONE,BT0,WT1,TO2,CO1,,GIA 2354555621,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-9A/still.jpg,https://srd.world/vision360/vision360.html?d=246-9A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
DSSRD-8,G,RBC,1.01,D,,,,SI2,EX,EX,VG,N,,6.39*6.37*4.00,6.39,6.37,4.00,IGI,432026629,,3185.000,51.000,62.70,55.00,Medium To Slightly Thick (Faceted) ,,,0,0,,16.50,36.40,42.50,NONE,BT1,WT1,TO0,CO0,40.50,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,MINOR,NO BGM,,,,,,,,,,0,0,,,
221-479A,G,RBC,0.50,M,,,,SI2,VG,EX,VG,N,N,5.00*4.97*3.16,5.00,4.97,3.16,GIA,6351143304,,533.000,59.000,63.30,55.00,THN to THK,,5.00,Faceted,NONE,,17.00,36.50,41.50,NONE,BT1,WT1,TO0,NV,39.80,GIA 6351143304,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/221-479A/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
240-131A,G,RBC,0.20,E,,,,VVS2,EX,EX,EX,N,N,3.80*3.78*2.34,3.80,3.78,2.34,GIA,6352588540,,1442.000,-10.920,61.80,59.00,MED to STK,,3.50,Faceted,NON,,14.00,34.00,44.50,NONE,BT0,WT0,TO0,CO0,41.60,GIA 6352588540,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/240-131A/still.jpg,https://srd.world/vision360/vision360.html?d=240-131A&s=0,,,SURE,NO BGM,,,,,,,,,,55,80,NEW YORK,,
237-138B,G,RBC,0.31,E,,,,VVS2,EX,EX,EX,M,BLUE,4.38*4.37*2.64,4.38,4.37,2.64,GIA,1357569752,,1381.250,44.750,60.30,62.00,STK,,4.00,Faceted,NON,,12.00,33.00,44.00,NONE,BT0,WT0,TO0,CO0,41.40,GIA 1357569752 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-138B/still.jpg,https://srd.world/vision360/vision360.html?d=237-138B&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
